CODIGO,DEPARTAMENTO,PROVINCIA,ATM,ANIO,SEMESTRE,ALCALDE,CCPP_TOTAL,CCPP_SERV,CCPP_SIST_AGUA,CCPP_SIST_NCONV,CCPP_SIST_CONV,CCPP_ABAST_CCPP,CCPP_HAB_01,CCPP_HAB_02,CCPP_HAB_03,CCPP_MICROMED,ATM_GESTION,UNIDAD_ORGANICA,MONTO_POI,PRESTADOR_CUOTA,PRESTADOR_CUOTA_INCREM,PRESTADOR_CUOTA_SUNASS
CUE-00288,CUSCO,LA CONVENCION,VILLA KINTIARINA,2019,SEM-II,Orestes LLACTARARIMAY PILLACA,14,11,11,3,11,0,0,0,0,0,SI,sub gerencia de desarrollo humano y servicios públicos,,8,0,0
CUE-00289,PUNO,CARABAYA,AJOYANI,2019,SEM-II,LUIS ALBERTO QUISPE VILCA,147,1,1,0,1,0,0,0,0,0,SI,SUB GERENCIA DE GESTION AMBIENTAL Y SERVICIOS PÚBLICOS,40270.00,1,0,0
CUE-00290,LAMBAYEQUE,CHICLAYO,CAYALTI,2019,SEM-II,JOSE SILVERIO CHAMAYA ALVA,18,11,7,6,1,1,0,0,0,0,SI,GERENCIA MUNICIPAL,172523.64,7,0,0
CUE-00291,LA LIBERTAD,CHEPEN,CHEPEN,2019,SEM-II,MARIA DEL CARMEN CUBAS CACERES,31,24,15,0,15,3,0,0,0,1,SI,GERENCIA DE SERVICIOS PUBLICOS Y MEDIO AMBIENTE,0.00,11,11,0
CUE-00292,LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,2019,SEM-II,Neptali carrasco torres,9,6,6,0,6,0,0,0,0,0,NO,,,2,0,0
CUE-00293,JUNIN,CONCEPCION,MANZANARES,2019,SEM-II,ALFREDO MARTIN LAURA SAMANIEGO,5,4,4,4,4,0,0,0,0,0,SI,SUB GERENCIA DE SERVICIOS PUBLICOS LOCALES,4400.00,4,0,0
CUE-00294,LAMBAYEQUE,CHICLAYO,REQUE,2019,SEM-II,JULIO CESAR HUERTA CIURLIZZA,20,9,9,1,8,6,2,2,0,3,SI,DIVISION DE DESARROLLO URBANO Y RURAL,33768.00,9,0,0
CUE-00297,JUNIN,JAUJA,HUAMALI,2019,SEM-II,REYNALDO JULIAN PALOMINO GRANADOS,4,4,4,0,4,0,0,0,0,0,SI,GERENCIA DE DESARROLLO ECONOMICO Y BIENESTAR SOCIAL,3000.00,4,0,0
CUE-00300,LA LIBERTAD,CHEPEN,PACANGA,2019,SEM-II,SANTOS APOLINAR CERNA QUISPE,12,12,12,0,12,0,3,3,0,0,SI,SUB GERENCIA DE SERVICIOS PUBLICOS Y MEDIO AMBIENTE,0.00,12,5,0
CUE-00302,UCAYALI,CORONEL PORTILLO,MANANTAY,2019,SEM-II,VÍCTOR HUGO LOPEZ RIOS,16,10,7,2,7,0,0,0,0,0,SI,GERENCIA DE DESARROLLO SOCIAL,10000.00,6,0,0
CUE-00305,LIMA,HUAROCHIRI,CHICLA,2019,SEM-II,Julio césar Félix Carlos,31,8,5,0,5,3,0,0,0,0,SI,GERENCIA DE DESARROLLO URBANO Y RURAL,47692.00,0,0,0
CUE-00307,PUNO,SANDIA,ALTO INAMBARI,2019,SEM-II,ARMANDO TUMBILLO MAMANI,77,22,21,0,0,0,0,0,0,0,SI,DIVISION DE GESTION AMBIENTAL,10000.00,0,0,0
CUE-00312,JUNIN,JAUJA,TUNAN MARCA,2019,SEM-II,Braulio Trabaj Flores,4,1,1,1,0,0,0,0,0,0,SI,Área de defensa civil,4900.00,0,0,0
CUE-00315,UCAYALI,ATALAYA,TAHUANIA,2019,SEM-II,PDERO ANTONIO VELARDE AMANCAY,54,16,16,0,16,0,0,0,0,0,SI,SUB GERENCIA DE SERVICIOS PUBLICOS,49819.00,3,0,0
CUE-00317,UCAYALI,PADRE ABAD,CURIMANA,2019,SEM-II,WILLIAM MUÑOZ TALAVERANO,31,31,28,3,28,0,0,0,0,0,SI,SUB GERENCIA DE SERVICIOS PUBLICOS Y GESTION AMBIENTAL,67670.00,23,0,0
CUE-00319,LA LIBERTAD,ASCOPE,CHICAMA,2019,SEM-II,JULIO CESAR PEREZ CABRERA,27,13,13,0,12,1,3,3,0,0,SI,Gerencia de Servicios Públicos y Gestión Ambiental,,7,2,0
CUE-00321,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,2019,SEM-II,EUDES COAQUIRA CCAPA,62,9,9,1,1,0,1,1,0,0,SI,SUB GERENCIA DE DESARROLLO ECONÓMICO SOCIAL Y AMBIENTAL SEGUN ORGANIGRAMA,155138.00,6,0,0
CUE-00322,CAJAMARCA,CAJAMARCA,MATARA,2019,SEM-II,Wilmer Antonio Cieza Delgado,21,21,16,1,15,6,0,0,0,2,SI,INFRAESTRUCTURA,24996.00,20,0,0
CUE-00324,JUNIN,HUANCAYO,PUCARA,2019,SEM-II,ROBERTH ANDERSON TORRES MELGAR,19,12,12,0,12,7,1,1,1,0,SI,Sub Gerencia de Infraestructura y Desarrollo Urbano Rural,31795.00,12,0,0
CUE-00325,CUSCO,CUSCO,CUSCO,2019,SEM-II,VICTOR BOLUARTE MEDINA,15,14,14,0,13,1,1,1,0,1,NO,,,14,2,3
CUE-00327,UCAYALI,ATALAYA,YURUA,2019,SEM-II,Ronaldo Hilmer Tobar Alva,27,1,6,26,1,0,0,0,0,0,SI,Gerencia de Servicios publico y Medio Ambiente,46163.00,0,0,0
CUE-00328,CAJAMARCA,CAJAMARCA,ENCANADA,2019,SEM-II,Lifoncio Vera Sanchez,126,124,121,2,124,24,0,0,0,1,SI,GERENCIA DE DESARROLLO HUMANO Y SERVICIOS SOCIALES,81710.00,113,9,9
CUE-00330,CUSCO,PARURO,HUANOQUITE,2019,SEM-II,SR TOMAS QUISPE ANTITUPA,24,24,25,0,25,1,1,1,1,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL,206000.00,15,0,0
CUE-00331,LAMBAYEQUE,LAMBAYEQUE,ILIMO,2019,SEM-II,MIGUEL BALDERA SANDOVAL,18,18,18,0,18,1,0,0,0,0,SI,GERENCIA DE DESARROLLO ECONÓMICO Y GESTIÓN AMBIENTAL,131053.00,17,0,0
CUE-00332,LIMA,CANTA,HUAROS,2019,SEM-II,PEDRO PABLO BANDAN CAMARGO,4,3,3,0,3,0,0,0,0,0,SI,OFICINA DE DESARROLLO URBANO Y RURAL,1360.00,2,0,0
CUE-00333,PUNO,EL COLLAO,PILCUYO,2019,SEM-II,ELMER ROLANDO CALLIRI CHURA,67,1,1,0,1,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO ECONOMICO,2000.00,1,0,0
CUE-00338,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,2019,SEM-II,YONY OSCAR PORTOCARRERO LOPEZ,56,13,13,0,13,0,4,4,0,8,SI,SUB GER DESARROLLO ECONOMICO,1012.00,12,0,0
CUE-00343,HUANUCO,HUAMALIES,MONZON,2019,SEM-II,MICHAEL NEILL RUBIO MICHAEL,102,37,37,0,37,5,0,0,0,0,SI,"GERENCIA DE DESARROLLO ECONÓMICO, GESTIÓN AMBIENTAL Y RECURSOS NATURALES",12273300.00,5,2,0
CUE-00344,LIMA,CAÑETE,IMPERIAL,2019,SEM-II,ELIAS ALCALA ROSAS,20,11,11,0,11,0,2,2,0,2,SI,SUB GERENCIA DE PRESERVACIÓN Y CONSERVACIÓN AMBIENTAL,12500.00,7,0,0
CUE-00345,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,2019,SEM-II,GILDER PINEDO PINEDO,24,16,16,3,16,0,0,0,0,0,SI,GERENCIA DE DESARROLLO SOCIAL Y SERVICIOS PUBLICOS,197162.00,15,0,0
CUE-00347,LAMBAYEQUE,LAMBAYEQUE,PACORA,2019,SEM-II,VIRGILIO ISMAEL VIDAL ARBOLEDA,23,18,18,1,17,3,0,0,0,1,SI,DIVISON DE DESARROLLO ECONOMICO SOCIAL,67030.00,16,0,0
CUE-00348,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,2019,SEM-II,SANTOS LEONARDO MUÑOZ ROMERO,7,7,7,0,7,0,0,0,0,0,SI,AREA DE ADMINISTRACION TRIBUTARIA Y RENTASTAS,0.00,0,0,0
CUE-00351,LIMA,HUAROCHIRI,LANGA,2019,SEM-II,CARLOS ALBERTO ZARATE SOLANO,58,5,5,0,5,0,0,0,0,0,SI,AREA DE SERVICIOS COMUNALES Y SOCIALES,18299.00,1,0,0
CUE-00353,PUNO,SANDIA,SAN JUAN DEL ORO,2019,SEM-II,LIC EDUARDO IVAN PILCO HUANCA,36,9,10,0,0,0,0,0,0,0,SI,SUB GERENCIA DE MEDIO AMBIENTE Y SERVICIOS PUBLICOS,35179.00,0,0,0
CUE-00357,LIMA,HUAROCHIRI,MARIATANA,2019,SEM-II,JULIO ANTONIO SANTOS FLORES,59,5,5,0,5,0,0,0,0,0,SI,GERENCIA  DE DESARROLLO URBANO Y RURAL,24500.00,0,0,0
CUE-00358,LA LIBERTAD,ASCOPE,PAIJAN,2019,SEM-II,OSWALDO DANIEL ALVA IGLESIAS,23,22,22,0,22,0,0,0,0,0,SI,SUBGERENCIA DE SERVICIOS PUBLICOS,0.00,17,2,0
CUE-00359,LAMBAYEQUE,CHICLAYO,PUCALA,2019,SEM-II,ALVARO FERNANDO VASQUEZ BENAVIDES,8,8,8,0,8,1,0,0,0,0,SI,GERENCIA DE SERVICIOS PUBLICOS Y MEDIO AMBIENTE,151409.00,6,0,0
CUE-00360,UCAYALI,PADRE ABAD,PADRE ABAD,2019,SEM-II,DANIEL OSIEL ZEGARRA MACUYAMA,113,30,28,2,28,0,2,2,0,1,SI,GERENCIA DE SERVICIOS PUBLICOS Y GESTION AMBIENTAL,190803.00,17,0,0
CUE-00361,LIMA,CANTA,HUAMANTANGA,2019,SEM-II,JAVIER CATAÑO FLORES,22,4,4,0,4,0,0,0,0,0,SI,DEPARTAMENTO DE SERVICIOS PUBLICOS,5000.00,4,0,0
CUE-00362,LIMA,CANTA,LACHAQUI,2019,SEM-II,ARQUIMEDES FUERTES VILCAPOMA,62,3,3,0,3,0,0,0,0,0,SI,UNIDAD OBRAS PUBLICAS Y PRIVADAS CATRASTO Y DEFENSA CIVIL,0.00,3,0,0
CUE-00365,CUSCO,CALCA,CALCA,2019,SEM-II,MVZT ADRIEL K CARRILLO CAJIGAS,131,30,30,0,30,0,0,0,0,3,SI,GERENCIA DE DESARROLLO SOCIAL,191270.00,30,30,0
CUE-00366,HUANUCO,PACHITEA,PANAO,2019,SEM-II,RIDEL BARRUETA AROSTEGUI,131,28,28,5,23,0,1,1,0,0,SI,SUB GERENCIA DE OBRAS SUPERVISION DE LIQUIDACION Y TRNSFERENCIA,384279.00,10,0,0
CUE-00368,PUNO,CARABAYA,USICAYOS,2019,SEM-II,PAUL WILLIAM SOTOMAYOR GUERRA,135,7,7,0,7,0,0,0,0,0,SI,GERENCIA MUNICIPAL,59999.00,3,0,0
CUE-00370,HUANUCO,MARAÑON,SANTA ROSA DE ALTO YANAJANCA,2019,SEM-II,HUMNER HERRERA FERNANDEZ,11,2,2,9,2,0,0,0,0,0,SI,SUB GERENCIA DE SERVICIOS PUBLICOS Y GESTION AMBIENTAL,18941.00,2,0,1
CUE-00371,LIMA,CAÑETE,CHILCA,2019,SEM-II,ALFREDO ROSAS CHAUCA NAVARRO,36,6,2,0,6,0,0,0,0,0,NO,,,0,0,0
CUE-00373,PUNO,CARABAYA,COASA,2019,SEM-II,HUGO  LINO FARFAN MAMANI,108,11,11,0,11,0,1,1,0,0,SI,MEDIO AMBIENTE,35000.00,0,0,0
CUE-00374,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,2019,SEM-II,AGUSTIN SANCHEZ COBEÑAS,17,17,3,15,3,5,1,1,2,1,SI,unidad de servicios públicos y comunales,20.00,10,1,0
CUE-00375,LIMA,CAÑETE,CALANGO,2019,SEM-II,LUCIA JESUS RODRIGUEZ HUAMBACHANO,40,40,6,1,6,34,0,0,0,0,SI,GSPGA,35800.00,6,0,0
CUE-00380,LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYRE,2019,SEM-II,NICOLAS JOAQUIN MORENO,1,1,1,0,1,0,0,0,0,0,NO,,,0,0,0
CUE-00382,HUANUCO,HUANUCO,CHURUBAMBA,2019,SEM-II,ELBER PERDRO LEANDRO ZUÑIGA,122,46,40,,40,6,0,0,0,0,SI,GERENCIA DE DESARROLLO ECONÓMICO Y MEDIO AMBIENTE,260000.00,7,0,0
CUE-00385,CAJAMARCA,SAN MARCOS,CHANCAY,2019,SEM-II,FERNANDO LUIS VALQUI TAPIA,22,22,0,1,25,0,0,0,0,4,SI,MUNICIPALIDAD DISTRITAL CHANCAY,46000.00,25,1,1
CUE-00388,CUSCO,PARURO,YAURISQUE,2019,SEM-II,SEÑOR GENARO QUISPE GUTIERREZ,45,16,16,0,16,1,0,0,0,0,SI,SUB GERENCIA DE DESARROLL ECONOMICO SOCIAL,24.00,16,1,0
CUE-00389,HUANUCO,PACHITEA,CHAGLLA,2019,SEM-II,MERCEDES TOLENTINO CARHUA,12,40,40,,40,2,0,0,0,0,SI,GERENCIA DE INFRAESTRUCTURA Y DESARROLLO URBANISTICO,,8,1,0
CUE-00393,PUNO,AZANGARO,POTONI,2019,SEM-II,WILLIAM RAMIREZ HUAMANI,87,25,25,0,0,0,0,0,0,0,SI,SUB GERENTE DE MEDIO AMBINETE Y SALUBRIDAD,20000.00,0,0,0
CUE-00394,LIMA,YAUYOS,YAUYOS,2019,SEM-II,ELVA FILOMENA DIONISIO INGA,35,5,4,0,4,1,1,1,0,0,SI,GERENCIA DE DESARROLLO URBANO Y RURAL,47322.00,2,0,0
CUE-00399,LIMA,YAUYOS,LINCHA,2019,SEM-II,FRANCISCO ROLANDO MANCILLA CANTO,4,2,2,0,2,0,0,0,0,0,SI,GERENCIA DE DESARROLLO SOCIAL,26.90,1,0,0
CUE-00400,LIMA,YAUYOS,CATAHUASI,2019,SEM-II,FREDY MARIO ESPINOZA ASCENCIO,5,5,5,0,0,0,0,0,0,0,SI,AREA DE SERVICIOS COMUNALES Y SOCIALES,12496.00,0,0,0
CUE-00402,LAMBAYEQUE,CHICLAYO,PATAPO,2019,SEM-II,JUAN GUEVARA TORRES,12,12,3,1,3,1,1,1,0,1,SI,GERENCIA MUNICIPAL,248768.00,2,0,1
CUE-00403,CUSCO,PAUCARTAMBO,CHALLABAMBA,2019,SEM-II,BLADIMIRO ALVAREZ MUÑOZ,48,48,35,1,34,0,0,0,0,0,SI,SUB GERENCIA DESARROLLO SOCIAL,68040.00,34,0,0
CUE-00404,PUNO,SANDIA,PATAMBUCO,2019,SEM-II,RUBEN CCANSAYA FUENTES,34,12,15,1,1,0,0,0,0,0,SI,UNIDAD DE SERVICIOS PUBLICOS Y MEDIO AMBIENTE,3000.00,11,2,0
CUE-00405,CUSCO,PAUCARTAMBO,HUANCARANI,2019,SEM-II,SR ELVER CAYULLA QUISPE,28,26,26,0,26,1,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL,133590.00,22,0,0
CUE-00406,CUSCO,PARURO,PACCARITAMBO,2019,SEM-II,MARIO SULLCA QUISPE,26,26,20,0,23,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL,24500.00,23,0,0
CUE-00409,CUSCO,PAUCARTAMBO,PAUCARTAMBO,2019,SEM-II,EDGAR MAMANI QUISPE,85,65,56,6,50,0,0,0,0,0,SI,GERENCIA DE SERVICIOS MUNICIPALES,43047.00,56,6,5
CUE-00410,LIMA,HUAROCHIRI,CALLAHUANCA,2019,SEM-II,MARTIN ROMAN LAZARO CUELLAR,10,3,3,0,3,0,0,0,0,0,NO,,,0,0,0
CUE-00411,ANCASH,SIHUAS,QUICHES,2019,SEM-II,EDMAR RAUL PONTE DE LA CRUZ,13,13,13,2,13,0,0,0,0,0,SI,INFRAESTRUCTURA,45050.00,5,0,0
CUE-00412,HUANUCO,MARAÑON,CHOLON,2019,SEM-II,MIGUEL HERRADA MORALES,57,15,16,0,16,0,0,0,0,0,SI,GERENCIA DE DESARROLLO SOCIAL Y SERVICIOS PÚBLICOS,56621.00,4,0,
CUE-00414,LIMA,HUAROCHIRI,HUACHUPAMPA,2019,SEM-II,EDSON HEBER LOPEZ VALDEZ,12,2,2,0,2,0,0,0,0,0,NO,,,0,0,0
CUE-00415,HUANUCO,AMBO,AMBO,2019,SEM-II,DAVID ANTONIO HERRERA YUMPE,78,24,24,0,24,1,1,1,0,0,SI,GERENCIA DE GESTIÓN AMBIENTAL Y RECURSOS NATURALES,289351.00,12,3,0
CUE-00416,PUNO,EL COLLAO,CONDURRI,2019,SEM-II,HUGO MONTALICO FELICIANO,52,14,8,0,8,1,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO ECONOMICO LOCAL Y MEDIO AMBIENTE,24500.00,5,0,0
CUE-00417,CUSCO,CANAS,LAYO,2019,SEM-II,AURELIO CACERES HUAYTA,88,45,45,0,32,10,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL,236319.00,27,0,0
CUE-00422,PUNO,MELGAR,MELGAR / AYAVIRI,2019,SEM-II,ESTEBAN ALVAREZ CCASA,225,41,10,0,10,4,1,1,0,0,SI,GERENCIA DE DESARROLLO AMBIENTAL,0.00,0,0,0
CUE-00425,LIMA,HUAROCHIRI,HUAROCHIRI,2019,SEM-II,FELIX SERAFIN CUELLAR CAJAHUARINGA,52,2,2,0,2,0,0,0,0,0,NO,,,2,0,0
CUE-00426,CUSCO,ANTA,ANCAHUASI,2019,SEM-II,EMILIO HUARI HUAMAN,47,36,21,0,21,17,0,0,0,0,SI,sub gerencia de desarrollo social,72.20,14,0,0
CUE-00427,PUNO,YUNGUYO,OLLARAYA,2019,SEM-II,ALEJANDRO MAMANI MAMANI,34,30,5,0,5,5,0,0,0,0,SI,SUB GERENCIA DE INFRAESTRUCTURA Y DESARROLLO URBANO,19200.00,5,0,0
CUE-00430,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,2019,SEM-II,ISAIAS TOLENTINO VEGA,132,43,43,20,23,23,1,1,2,0,SI,GERENCIA DE DESARROLLO SOCIAL,191854.50,41,0,0
CUE-00431,LA LIBERTAD,VIRU,CHAO,2019,SEM-II,NEY GAMEZ EZPINOZA,49,39,20,2,20,19,4,4,2,0,SI,GERENCIA MUNICIPAL,35200.00,15,0,0
CUE-00432,AMAZONAS,BONGARA,CUISPES,2019,SEM-II,NEISER GALOC CAVA,23,8,5,1,4,4,0,0,0,0,SI,UNIDAD DE SERVICIOS COMUNALES Y SOCIALES,24691.00,3,0,0
CUE-00435,HUANUCO,YAROWILCA,PAMPAMARCA,2019,SEM-II,Luis Alberto Ciriaco Solís,13,12,12,12,1,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO URBANO RURAL,16.02,1,0,0
CUE-00436,UCAYALI,PADRE ABAD,IRAZOLA,2019,SEM-II,JORGE LUIS VIRRAREAL DURAND,65,13,7,5,7,1,1,1,0,11,SI,GERENCIA DE DESARROLLO SOCIAL Y SERVICIOS PUBLICOS,82900.00,6,0,0
CUE-00438,LA LIBERTAD,VIRU,VIRU,2019,SEM-II,ANDRES OSTINO CHAVEZ GONZALES,25,25,16,0,16,3,5,5,0,0,SI,Gerencia,255000.00,21,0,0
CUE-00440,CUSCO,QUISPICANCHI,CAMANTI,2019,SEM-II,SR SEBASTIAN VELASQUEZ ESTRADA,53,5,5,0,5,0,1,0,0,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL,58194.00,1,0,0
CUE-00443,LA LIBERTAD,VIRU,GUADALUPITO,2019,SEM-II,ROBERTO OLIVA PAREDES,11,11,11,0,11,0,3,3,0,0,SI,GERENCIA DE SERVICIOS PUBLICOS DE SANEAMIENTO Y MEDIO AMBIENTE,19000.00,4,0,0
CUE-00445,UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOLDT,2019,SEM-II,RUBEN JHOUFAN CASTRO ALIAGA,12,6,8,0,8,0,1,1,0,4,SI,GERENCIA DE SERVICIOS DE PUBLICOS Y AMBIENTALES,15000.00,3,2,0
CUE-00447,CUSCO,CALCA,YANATILE,2019,SEM-II,HUGO CAPARO PALIZA,167,62,62,10,52,3,1,1,0,0,SI,SUB GERENCIA DE DESARROLLO ECONOMICO Y MEDIO AMBIENTE,135000.00,40,3,3
CUE-00456,LA LIBERTAD,TRUJILLO,LAREDO,2019,SEM-II,MIGUEL ORLANDO CHAVEZ CASTRO,46,44,8,0,8,36,2,2,0,0,SI,SUB GERENCIA DE GESTIÓN AMBIENTAL,0.00,16,0,0
CUE-00457,CUSCO,ANTA,MOLLEPATA,2019,SEM-II,JUAN CARLOS ALMIRON CONCHA,16,11,11,2,9,4,0,0,0,0,SI,SUB GERENCIA DE TURISMO Y MEDIO AMBIENTE,50.00,11,0,0
CUE-00459,PUNO,YUNGUYO,ANAPIA,2019,SEM-II,PASTOR RUBEN TICONA CHALCO,16,2,2,0,0,0,0,0,0,0,NO,,,1,0,0
CUE-00463,PUNO,MELGAR,CUPI,2019,SEM-II,MARCELINO SURCO QUISPE,96,40,7,0,7,4,0,0,0,0,SI,DIVISION DE DESARROLLO ECONOMICO Y MEDIO AMBIENTE,26000.00,4,0,0
CUE-00471,CUSCO,CUSCO,POROY,2019,SEM-II,FRANCISCO TOCCAS QUISPE,23,8,8,3,8,4,2,2,0,2,SI,GERENCIA DE INFRAESTRUCTURA Y DESARROLLO URBANO RURAL,209260.00,6,0,0
CUE-00473,CUSCO,CUSCO,CCORCCA,2019,SEM-II,WILBER LUCIO HUAMAN CCONCHA,14,14,14,0,14,0,0,0,0,0,SI,SUB GERENCIA DESARROLLO ECONOMICO,48867.00,14,14,0
CUE-00477,LIMA,OYON,OYON,2019,SEM-II,REYNALDO PRIMITIVO ALCOSER MEDINA,7,7,7,0,7,0,1,1,0,0,SI,GESTION DE LOS SERVICIOS DE AGUA Y SANEAMIENTO,376333.00,1,0,0
CUE-00482,PUNO,PUNO,SAN ANTONIO,2019,SEM-II,JORGE CRUZ TICONA PATINA,92,23,23,0,23,0,0,0,0,0,SI,AREA DE DASARROLLO ECONOMICO Y MEDIO AMBIENTE,21494.00,5,0,0
CUE-00483,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,2019,SEM-II,JAIME ANTONIO CHICOMA PERLECHE,7,7,7,0,6,3,0,0,0,0,SI,GERENCIA DE SERVICIOS COMUNALES Y DESARROLLO LOCAL,22951.00,2,0,0
CUE-00484,PUNO,LAMPA,LAMPA / LAMPA,2019,SEM-II,CIRIACO ISIDRO DIAZ ARESTEGUI,60,10,10,0,10,1,1,1,1,1,SI,SUB GERENCIA DE DESARROLLO ECONÓMICO Y MEDIO AMBIENTE,90000.00,0,0,0
CUE-00489,LAMBAYEQUE,FERREÑAFE,FERRENAFE,2019,SEM-II,VIOLETA PATRICIA MURO MESONES,20,11,1,10,1,0,0,0,0,0,SI,GERENCIA MUNICIPAL,1000.00,1,0,0
CUE-00491,CUSCO,ANTA,PUCYURA ,2019,SEM-II,TEOFILO APAZA PAREDES,23,21,16,0,16,1,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL,157042.00,14,0,0
CUE-00492,CUSCO,ESPINAR,COPORAQUE,2019,SEM-II,LIC EDILBERTO COMPANOCCA CHECCO,353,70,54,16,54,0,0,0,0,0,SI,GERENCIA DE DESARROLLO ECONOMICO Y MEDIO AMBIENTE,127.00,54,0,0
CUE-00495,CUSCO,CANCHIS,COMBAPATA,2019,SEM-II,FORTUNATO CONDORI CCANCHI,46,46,14,1,13,0,0,1,0,0,SI,Sub Gerencia de Desarrollo Social,78000.00,14,0,0
CUE-00498,LAMBAYEQUE,CHICLAYO,SANA,2019,SEM-II,LUIS ROLANDO URBINA ANDONAIRE,35,10,9,0,9,0,1,1,0,4,SI,DIDUR,,9,0,0
CUE-00508,CUSCO,CHUMBIVILCAS,CAPACMARCA,2019,SEM-II,RICHARD LEON VEGA,82,23,23,0,23,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL,126000.00,22,0,0
CUE-00509,CUSCO,ESPINAR,PICHIGUA,2019,SEM-II,ALFREDO RODRIGUEZ VILLAVICENCIO,99,52,52,0,52,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO ECONOMICO LOCAL Y MEDIO AMBIENTE,52.00,9,0,0
CUE-00515,CUSCO,ESPINAR,CONDOROMA,2019,SEM-II,SATURNINO TOLEDO OLLACHICA,2,2,2,0,2,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL,8000.00,2,0,0
CUE-00521,CUSCO,ESPINAR,OCORURO,2019,SEM-II,ADOLFO ALFREDO  HUARZA MINAURO,100,100,8,0,8,0,0,0,0,0,SI,OFICINA DE MEDIO AMBIENTE,56.00,8,0,0
CUE-00524,LA LIBERTAD,GRAN CHIMU,LUCMA,2019,SEM-II,PEDRO YOVANI RODRIGUEZ ABANTO,114,39,39,0,39,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO ECONÓMICO Y MEDIO AMBIENTE,50000.00,10,0,0
CUE-00525,LIMA,YAUYOS,TAURIPAMPA,2019,SEM-II,YURI FISHER TADEO SORIANO,2,1,1,0,1,0,0,0,0,0,NO,,,0,0,0
CUE-00526,CUSCO,CANAS,LANGUI,2019,SEM-II,LUIS VERA ARAGON,50,42,42,42,0,8,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO Y INCLUSION SOCIAL,35000.00,20,0,0
CUE-00527,CUSCO,ESPINAR,SUYCKUTBAMBO,2019,SEM-II,TEC VICTORIANO CONDORI CCAHUANA,130,54,32,6,26,10,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO ECONOMICO,16000.00,0,0,0
CUE-00528,PUNO,PUNO,TIQUILLACA,2019,SEM-II,RODOLFO ALVAREZ ARCE,79,12,5,1,5,2,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO ECONOMICO Y MEDIO AMBIENTE,6955.00,0,0,0
CUE-00531,LAMBAYEQUE,FERREÑAFE,CANARIS,2019,SEM-II,ANTONIO VENTURA LIZANA,122,59,59,5,54,5,4,4,0,0,SI,SUB GERENCIA DE GESTION AMBIENTAL,130020.00,26,1,1
CUE-00535,PUNO,PUNO,VILQUE ,2019,SEM-II,VENANCIA APAZA PACHACUTE,52,5,5,0,5,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO ECONÓMICO Y MEDIO AMBIENTE,15000.00,5,0,0
CUE-00536,AYACUCHO,HUANTA,HUAMANGUILLA,2019,SEM-II,FREDY CONTRERAS BARRIENTOS,27,27,27,0,25,2,1,1,0,0,SI,SUG GERENCIA DE DESARROLLO SOCIAL Y SERVICIOS PÚBLICOS,66195.00,20,0,0
CUE-00540,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,2019,SEM-II,JOSE MERCEDES RAMIREZ HUAMAN,33,28,17,2,15,11,0,0,0,7,SI,SUB GERENCA DE DESARROLLO ECONOMICO Y MEDIO AMBIENTE,57600.00,17,0,0
CUE-00543,PUNO,PUNO,HUATA,2019,SEM-II,WILMER ULISES VILCA COLQUEHUANCA,47,47,3,0,3,2,0,0,0,3,SI,Sub Gerencia de recursos de recursos Ambientales y Servicios Públicos,24000.00,1,0,0
CUE-00544,LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,2019,SEM-II,Jesus Juan Lozano sotil,168,4,4,0,4,0,0,0,0,0,SI,ODUR,0.00,0,0,0
